,Unnamed: 0,publish_date,content,recommendation,hours,player_level,owned_games,clean_content,category,sentiment
2504,2504,2026-02-27,优化很不错，至少我的4070笔记本可以以80帧的原始帧开光线追踪玩，不过很不理解为什么不适配16：10分辨率，胶片颗粒和全屏也没有，明明在游戏文件稍微修改就行,推荐,2.3,43,152,优化很不错 至少我的4070笔记本可以以80帧的原始帧开光线追踪玩 不过很不理解为什么不适配16 10分辨率 胶片颗粒和全屏也没有 明明在游戏文件稍微修改就行,优化,正面
2505,2505,2026-02-27,"性能要求高就忍了，4090开路径追踪在4k下只能60fps左右我也忍了，只能降到2k分辨率欣赏顶级画质和流畅画面我还是忍了。。。
但这特么的卡顿是怎么回事？卡了几下之后报错退出又是怎么回事？？dxgi fatal error又特么的怎么回事？？？
只能差评了，生化是我最爱系列游戏，没有之一，这作期待很高，但这开局表现让我有点怀疑我是否错爱了。
搞不好就不要搞，高大上搞不定就搞个普普通通，最起码还能从从容容，不至于连滚带爬。",不推荐,4.6,3,12,性能要求高就忍了 4090开路径追踪在4k下只能60fps左右我也忍了 只能降到2k分辨率欣赏顶级画质和流畅画面我还是忍了 但这特么的卡顿是怎么回事 卡了几下之后报错退出又是怎么回事 dxgi fatal error又特么的怎么回事 只能差评了 生化是我最爱系列游戏 没有之一 这作期待很高 但这开局表现让我有点怀疑我是否错爱了 搞不好就不要搞 高大上搞不定就搞个普普通通 最起码还能从从容容 不至于连滚带爬,优化,负面
2506,2506,2026-02-27,格子危机9，疗养院的设计真是梦回警察局啊，很快就有家的味道了！,推荐,9.8,24,83,格子危机9 疗养院的设计真是梦回警察局啊 很快就有家的味道了,情怀,正面
2507,2507,2026-02-27,电脑里有一款发售第一天就进不去的游戏,不推荐,1.5,5,14,电脑里有一款发售第一天就进不去的游戏,优化,负面
2508,2508,2026-02-27,口吃女主有点可爱哈哈哈,推荐,6.1,31,90,口吃女主有点可爱哈哈哈,其他,正面
2509,2509,2026-02-27,"我操你妈卡普空你和英伟达一起去死吧
5070ti能崩溃什么显卡才能开你这个破游戏",不推荐,2.1,11,70,我操你妈卡普空你和英伟达一起去死吧 5070ti能崩溃什么显卡才能开你这个破游戏,优化,负面
2510,2510,2026-02-27,神作，休闲难度都玩吓尿了,推荐,5.5,26,185,神作 休闲难度都玩吓尿了,音效,正面
2511,2511,2026-02-27,目前只通关了疗养院，一周目不知道boss共享，用女的把boss全暗杀了，胖子要三罐药才死我读了好几次档做资源管理，谁知道换里昂80发子弹没地方打，只能二周目了：）,推荐,6.0,26,135,目前只通关了疗养院 一周目不知道boss共享 用女的把boss全暗杀了 胖子要三罐药才死我读了好几次档做资源管理 谁知道换里昂80发子弹没地方打 只能二周目了,玩法,正面
2512,2512,2026-02-27,玩了6个小时，从目前的体验来看，生九就是生二+生四的组合体👍格蕾丝部分生二，里昂部分生四。里昂关枪反、弹斧、体术处决应有尽有，仿佛回到了民风淳朴的西班牙小镇🥰疗养院直接梦回生二警察局了，这熟悉的感觉，探索箱庭的爽感，是来自生化危机独一档的体验🔥我都不敢想里昂回到警察局该有多爽😋希望后面能给我带来更大的惊喜,推荐,10.4,4,113,玩了6个小时 从目前的体验来看 生九就是生二 生四的组合体 格蕾丝部分生二 里昂部分生四 里昂关枪反 弹斧 体术处决应有尽有 仿佛回到了民风淳朴的西班牙小镇 疗养院直接梦回生二警察局了 这熟悉的感觉 探索箱庭的爽感 是来自生化危机独一档的体验 我都不敢想里昂回到警察局该有多爽 希望后面能给我带来更大的惊喜,情怀,正面
2513,2513,2026-02-27,侵犯我的肖像权,推荐,7.1,8,17,侵犯我的肖像权,其他,正面
2514,2514,2026-02-27,好玩，这一作解密不算太难，已经出疗养院了！,推荐,10.7,29,138,好玩 这一作解密不算太难 已经出疗养院了,玩法,正面
2515,2515,2026-02-27,"卡 普 空 ，你 🐎死了，正版受害者这一块
",不推荐,0.1,26,35,卡 普 空 你 死了 正版受害者这一块,价格,负面
2516,2516,2026-02-27,好玩爱玩，感谢3DM大善人总监给的CDK。,推荐,1.2,46,155,好玩爱玩 感谢3DM大善人总监给的CDK,价格,正面
2517,2517,2026-02-27,好玩,推荐,7.5,49,208,好玩,玩法,正面
2518,2518,2026-02-27,可以，非常爽的游戏,推荐,6.0,2,161,可以 非常爽的游戏,其他,正面
2519,2519,2026-02-27,"格蕾丝篇整体风格re7，李分头还是那个三光，就是每次还没爽够又回女主格子危机解密了，寸止啊
打完了，想问问kpk的老冯啊，主页标明完美适配ds手柄是啥意思，挂羊头卖狗肉？",推荐,14.4,36,45,格蕾丝篇整体风格re7 李分头还是那个三光 就是每次还没爽够又回女主格子危机解密了 寸止啊 打完了 想问问kpk的老冯啊 主页标明完美适配ds手柄是啥意思 挂羊头卖狗肉,玩法,正面
2520,2520,2026-02-27,贼好玩，如果以敌全灭为目的，玩Grace篇的疗养院，对我个人来说是超好玩的。 推荐这种玩法,推荐,15.8,19,78,贼好玩 如果以敌全灭为目的 玩Grace篇的疗养院 对我个人来说是超好玩的 推荐这种玩法,玩法,正面
2521,2521,2026-02-27,好玩,推荐,2.5,36,95,好玩,玩法,正面
2522,2522,2026-02-27,必须好评，就凭他是生化危机，终于有带里昂的新作了,推荐,6.5,1,60,必须好评 就凭他是生化危机 终于有带里昂的新作了,情怀,正面
2523,2523,2026-02-27,非常好玩的游戏 已经上头了,推荐,9.2,43,52,非常好玩的游戏 已经上头了,玩法,正面
2524,2524,2026-02-27,"不支持ps5手柄你写上干嘛呢，恶心人不是？
更新：
用键鼠玩还没法调灵敏度，精确瞄准的时候慢的出奇，更恶心了。",不推荐,2.8,20,129,不支持ps5手柄你写上干嘛呢 恶心人不是 更新 用键鼠玩还没法调灵敏度 精确瞄准的时候慢的出奇 更恶心了,优化,负面
2525,2525,2026-02-27,好玩！！！！！！一半是恐怖游戏，一般是动作游戏，二周目则是割草游戏,推荐,3.2,7,116,好玩 一半是恐怖游戏 一般是动作游戏 二周目则是割草游戏,玩法,正面
2526,2526,2026-02-27,格蕾丝线的氛围做的确实不错，我个人是比较喜欢re2那样的解密的，分头的蘸豆也确实爽，这一代确实很不错了,推荐,8.9,22,181,格蕾丝线的氛围做的确实不错 我个人是比较喜欢re2那样的解密的 分头的蘸豆也确实爽 这一代确实很不错了,玩法,正面
2527,2527,2026-02-27,"第一次冲首发，很满意
虽然打了快5个小时还没出疗养院，但不得不说里昂篇的动作设计是真的顶。格蕾丝的解密部分也相当好玩，环环相扣。很好的游戏，让我鼠标旋转",推荐,8.2,25,184,第一次冲首发 很满意 虽然打了快5个小时还没出疗养院 但不得不说里昂篇的动作设计是真的顶 格蕾丝的解密部分也相当好玩 环环相扣 很好的游戏 让我鼠标旋转,玩法,正面
2528,2528,2026-02-27,我操死你的妈居然会卡关，下了二楼，那个死胖子就卡在唯一的通道，根本就上不去二楼做任务，我又没有东西弄死这个胖子,不推荐,10.2,12,21,我操死你的妈居然会卡关 下了二楼 那个死胖子就卡在唯一的通道 根本就上不去二楼做任务 我又没有东西弄死这个胖子,玩法,负面
2529,2529,2026-02-27,"我寻思是我ds5坏了呢，原来是根本没给pc做适配啊
《该游戏完全适配您的dualsense控制器》",不推荐,1.9,34,193,我寻思是我ds5坏了呢 原来是根本没给pc做适配啊 该游戏完全适配您的dualsense控制器,优化,负面
2530,2530,2026-02-27,不错,推荐,10.4,33,42,不错,其他,正面
2531,2531,2026-02-27,"优化有问题，我的配置明显高于推荐配置结果剧情的部分片段以及部分场景还是会掉帧到二三十左右
除了前期规划资源很难受以外，其他还可以",推荐,9.1,23,82,优化有问题 我的配置明显高于推荐配置结果剧情的部分片段以及部分场景还是会掉帧到二三十左右 除了前期规划资源很难受以外 其他还可以,优化,正面
2532,2532,2026-02-27,"格蕾丝的性能和资源太过于拉跨，但是玩过生化2，所以我表示理解，资源分配嘛，生化老传统了
但是为什么咱们到了咱们三光哥剧情就只是打了个boss战和一个遭遇战，就又直接跳转回了格蕾丝，根本就还没有爽起来嘛，像是用电动斐济杯导管子，终于要出来了，结果杯子忽然没电了还给你牛牛给夹住了，憋得难受啊
发完牢骚了，优化不错，至少是比卡普空你那个破荒野好，算是预购这么多游戏里最满意的，继续努力，早些把其他几部重置一下",推荐,5.5,49,58,格蕾丝的性能和资源太过于拉跨 但是玩过生化2 所以我表示理解 资源分配嘛 生化老传统了 但是为什么咱们到了咱们三光哥剧情就只是打了个boss战和一个遭遇战 就又直接跳转回了格蕾丝 根本就还没有爽起来嘛 像是用电动斐济杯导管子 终于要出来了 结果杯子忽然没电了还给你牛牛给夹住了 憋得难受啊 发完牢骚了 优化不错 至少是比卡普空你那个破荒野好 算是预购这么多游戏里最满意的 继续努力 早些把其他几部重置一下,剧情,正面
2533,2533,2026-02-27,"好玩
",推荐,6.7,37,196,好玩,玩法,正面
2534,2534,2026-02-27,"这么废物的女主角真是难为我了，看见个光就开始站不住了，非得练个前倒，就那个怪，我无伤溜它，你总害怕你妈了逼呢
我tm都服了，你也知道这孩子是白内障，那你问你妈了比呢？要不让孩子带你这个残疾人跑？你瞅你走两步都没爬的快，人都死你面前了你开始测脉搏了，你胳膊还是咬的轻了，就这说话磕磕巴巴颠三倒四的，肯定是女主他妈被追封烈士了，给她安排了这个个工作。",不推荐,5.5,2,61,这么废物的女主角真是难为我了 看见个光就开始站不住了 非得练个前倒 就那个怪 我无伤溜它 你总害怕你妈了逼呢 我tm都服了 你也知道这孩子是白内障 那你问你妈了比呢 要不让孩子带你这个残疾人跑 你瞅你走两步都没爬的快 人都死你面前了你开始测脉搏了 你胳膊还是咬的轻了 就这说话磕磕巴巴颠三倒四的 肯定是女主他妈被追封烈士了 给她安排了这个个工作,剧情,负面
2535,2535,2026-02-27,买个比游戏进都进不去，一天了也不修,不推荐,2.1,21,30,买个比游戏进都进不去 一天了也不修,优化,负面
2536,2536,2026-02-27,我 就 说 一 句 < 闭 眼 入 >,推荐,4.5,24,133,我 就 说 一 句 闭 眼 入,情怀,正面
2537,2537,2026-02-27,豪玩！集大成之作,推荐,9.9,30,89,豪玩 集大成之作,情怀,正面
2538,2538,2026-02-27,"请删除蜘蛛BOSS，或者增加蜘蛛恐惧症选项！
Remove the spider BOSS, or add a spider phobia option!
スパイダーボスを削除するか、クモ恐怖症オプションを追加する！",不推荐,3.3,36,95,请删除蜘蛛BOSS 或者增加蜘蛛恐惧症选项 Remove the spider BOSS or add a spider phobia option スパイダーボスを削除するか クモ恐怖症オプションを追加する,其他,负面
2539,2539,2026-02-27,中年危机and职场牛马,推荐,10.5,6,15,中年危机and职场牛马,其他,正面
2540,2540,2026-02-27,除开情怀外，也是一款不错的游戏，我打9分，如此强劲，令人惊叹。优化感觉没有RE4好。,推荐,12.7,41,50,除开情怀外 也是一款不错的游戏 我打9分 如此强劲 令人惊叹 优化感觉没有RE4好,情怀,正面
2541,2541,2026-02-27,里昂拿出那把大左轮的时候看着却有一种时间旅者女主的即视感,推荐,2.8,20,179,里昂拿出那把大左轮的时候看着却有一种时间旅者女主的即视感,情怀,正面
2542,2542,2026-02-27,为什么为什么为什么为什么为什么为什么一直卡在着色器界面！！！！卡了三个小时了！！！！！！！！！！！！！！！！！！！！！！！,不推荐,4.7,27,136,为什么为什么为什么为什么为什么为什么一直卡在着色器界面 卡了三个小时了,优化,负面
2543,2543,2026-02-27,卡婊还是卡婊，没活硬整。这RE9就是系列元素大杂烩+素材复用到发指的周年纪念作，看了点直播流程中后期浣熊市关真有些堆怪嫌疑了，种类也少 也就打下情怀牌了，创新和惊艳的地方在本作也只能说微不足道，剧情就算了一贯的套路公式化，还有这逆天定价，有种跟隔壁日厂如龙的相似之处，老角色该退休的年纪硬拉出来救场，新角色也担不住这系列大IP的大旗。之前都是冲首发这次就先放放了吧，什么都想讨好做加法融合的商业理念得来的就是失去创作本身带来的新鲜与特色，就跟生化危机6一样，生化危机7的横空出现才让这系列找回初代的味道，把挖的坑填了 剧情设定上不吃书就算是良心之举了,不推荐,2.0,30,39,卡婊还是卡婊 没活硬整 这RE9就是系列元素大杂烩 素材复用到发指的周年纪念作 看了点直播流程中后期浣熊市关真有些堆怪嫌疑了 种类也少 也就打下情怀牌了 创新和惊艳的地方在本作也只能说微不足道 剧情就算了一贯的套路公式化 还有这逆天定价 有种跟隔壁日厂如龙的相似之处 老角色该退休的年纪硬拉出来救场 新角色也担不住这系列大IP的大旗 之前都是冲首发这次就先放放了吧 什么都想讨好做加法融合的商业理念得来的就是失去创作本身带来的新鲜与特色 就跟生化危机6一样 生化危机7的横空出现才让这系列找回初代的味道 把挖的坑填了 剧情设定上不吃书就算是良心之举了,情怀,负面
2544,2544,2026-02-27,依旧格子危机这一块,推荐,10.7,48,57,依旧格子危机这一块,玩法,正面
2545,2545,2026-02-27,"豪玩喵
",推荐,9.7,42,51,豪玩喵,其他,正面
2546,2546,2026-02-27,3年了，你知道re4发售到现在我怎么过来的吗,推荐,9.2,45,154,3年了 你知道re4发售到现在我怎么过来的吗,情怀,正面
2547,2547,2026-02-27,一款游戏竟然不能让玩家正常进入游戏，要让玩家自己去找  去摸索方法，真的是nmsl（退出steam，去steam文件夹（是steam安装的文件夹，不是游戏的文件夹）找到一个hid.dll文件删除，登录重进可以进游戏）,不推荐,1.9,42,151,一款游戏竟然不能让玩家正常进入游戏 要让玩家自己去找 去摸索方法 真的是nmsl 退出steam 去steam文件夹 是steam安装的文件夹 不是游戏的文件夹 找到一个hid dll文件删除 登录重进可以进游戏,优化,负面
2548,2548,2026-02-27,作为一个生化铁粉 这是玩过最烂的一款生化危机 仅次于浣熊市行动 瞄准的手感好像里昂手上粘了一坨粘痰 瞄不准 打不到 电锯像他妈的祖宗 在地上还能砍我 我抢电锯还抢不过丧尸  生4重置白金的我  被堵在这里进行不下去！游戏的瞄准灵敏度和鼠标灵敏度完全不是一个速度 最搞笑的是还他妈不能设置！！！,不推荐,3.1,36,145,作为一个生化铁粉 这是玩过最烂的一款生化危机 仅次于浣熊市行动 瞄准的手感好像里昂手上粘了一坨粘痰 瞄不准 打不到 电锯像他妈的祖宗 在地上还能砍我 我抢电锯还抢不过丧尸 生4重置白金的我 被堵在这里进行不下去 游戏的瞄准灵敏度和鼠标灵敏度完全不是一个速度 最搞笑的是还他妈不能设置,玩法,负面
2549,2549,2026-02-27,第一人称晃的一批，制作组怎么玩得下去的？,不推荐,1.4,6,65,第一人称晃的一批 制作组怎么玩得下去的,玩法,负面
2550,2550,2026-02-27,还真就是那个厚黑，卡婊懂啊,推荐,13.9,1,10,还真就是那个厚黑 卡婊懂啊,情怀,正面
2551,2551,2026-02-27,hao,推荐,6.3,28,187,hao,其他,正面
2552,2552,2026-02-27,好棒,推荐,1.9,17,176,好棒,其他,正面
2553,2553,2026-02-27,"好玩好玩re2＋re4，氛围做的很好，优化也不错，期待dlc
",推荐,9.4,11,20,好玩好玩re2 re4 氛围做的很好 优化也不错 期待dlc,玩法,正面
2554,2554,2026-02-27,比7吓人比4re爽,推荐,6.2,28,187,比7吓人比4re爽,玩法,正面
2555,2555,2026-02-27,小黑子们，我是来自六年前的win10+1660ti（6G）笔电男大，我原生1080p中画质室内稳60帧你们怎么说,推荐,1.2,1,60,小黑子们 我是来自六年前的win10 1660ti 6G 笔电男大 我原生1080p中画质室内稳60帧你们怎么说,优化,正面
2556,2556,2026-02-27,不错的 又恐怖又刺激，就是任务指引差点意思，任务目标不是很明显 需要花时间探索寻找,推荐,13.2,49,158,不错的 又恐怖又刺激 就是任务指引差点意思 任务目标不是很明显 需要花时间探索寻找,玩法,正面
2557,2557,2026-02-27,高质量的单机游戏，很不错，可惜不能互联网,推荐,5.5,31,90,高质量的单机游戏 很不错 可惜不能互联网,其他,正面
2558,2558,2026-02-27,要风铃,推荐,1.2,36,145,要风铃,其他,正面
2559,2559,2026-02-27,有李昂就是有满满的安全感，爽的一,推荐,11.0,19,178,有李昂就是有满满的安全感 爽的一,情怀,正面
2560,2560,2026-02-27,非常不错的双线体验，4060ti2K中光追也能流畅高于60帧，格蕾丝线受的委屈和吓出的尿都将化为里昂射出的子弹，蘸豆爽！,推荐,11.1,6,15,非常不错的双线体验 4060ti2K中光追也能流畅高于60帧 格蕾丝线受的委屈和吓出的尿都将化为里昂射出的子弹 蘸豆爽,玩法,正面
2561,2561,2026-02-27,好玩就是了,推荐,5.0,41,150,好玩就是了,玩法,正面
2562,2562,2026-02-27,非常精美的大场面 给个好评,推荐,5.4,24,33,非常精美的大场面 给个好评,画面,正面
2563,2563,2026-02-27,绝对值得一玩的作品，李三光太帅了,推荐,6.4,42,101,绝对值得一玩的作品 李三光太帅了,情怀,正面
2564,2564,2026-02-27,优化还这么差 和荒野有的一拼 149加5090D 虽说不算顶级全高仅2K在无DLSS下开启路劲追踪为何只有七八十帧数？一个FPS射击游戏没有540帧数我怎么玩？,推荐,13.2,28,187,优化还这么差 和荒野有的一拼 149加5090D 虽说不算顶级全高仅2K在无DLSS下开启路劲追踪为何只有七八十帧数 一个FPS射击游戏没有540帧数我怎么玩,优化,正面
2565,2565,2026-02-27,"感觉生化危机就像007系列，铁打的男主，流水的年轻漂亮女主
Grace结巴起来好可爱！
Wwwwwwwwwhaaaaaaaaaaat the hell mooooom ~

Grace线直接吓尿了！！
牢里线安全感满满！！",推荐,1.8,23,182,感觉生化危机就像007系列 铁打的男主 流水的年轻漂亮女主 Grace结巴起来好可爱 Wwwwwwwwwhaaaaaaaaaaat the hell mooooom Grace线直接吓尿了 牢里线安全感满满,剧情,正面
2566,2566,2026-02-27,优化也好，画面也棒，好玩！爱玩！！,推荐,10.6,36,95,优化也好 画面也棒 好玩 爱玩,画面,正面
2567,2567,2026-02-27,格蕾丝篇紧张刺激，里昂依然战斗爽，十分推荐入手，此作品融合了7，8的恐怖元素，战斗系统与4是一样的，非常有诚意的一部作品。,推荐,6.5,38,147,格蕾丝篇紧张刺激 里昂依然战斗爽 十分推荐入手 此作品融合了7 8的恐怖元素 战斗系统与4是一样的 非常有诚意的一部作品,玩法,正面
2568,2568,2026-02-27,个人感觉最好玩的一部,推荐,11.6,33,142,个人感觉最好玩的一部,玩法,正面
2569,2569,2026-02-27,"除了给PC添加了DLSS以外毫无亮点的一个游戏

处处可以看到一个不出名制作人的割裂

开场竟然建议我女主选第一视角  男主选第三人称视角

从这一点就可以看出制作人对自己毫无信心

既想讨好恐怖游戏群体   又想讨好喜欢生化4那样战斗风的群体

主打的就是一个既要有要

而且你既然这么玩，你就应该开场让玩家决定我是选女主还是男主

喜欢恐怖氛围的就选女主   喜欢李三光的就先玩李三光

这样两种群体都可以拥有自己喜欢风格的初体验

而不是像现在这样逼着我上来躲丧尸 玩什么贴脸杀

我没说脏字是怕某些见不到差评的版主把我给封禁了

不代表我就认可了你这一代的NT制作人

懂？",不推荐,7.0,40,49,除了给PC添加了DLSS以外毫无亮点的一个游戏 处处可以看到一个不出名制作人的割裂 开场竟然建议我女主选第一视角 男主选第三人称视角 从这一点就可以看出制作人对自己毫无信心 既想讨好恐怖游戏群体 又想讨好喜欢生化4那样战斗风的群体 主打的就是一个既要有要 而且你既然这么玩 你就应该开场让玩家决定我是选女主还是男主 喜欢恐怖氛围的就选女主 喜欢李三光的就先玩李三光 这样两种群体都可以拥有自己喜欢风格的初体验 而不是像现在这样逼着我上来躲丧尸 玩什么贴脸杀 我没说脏字是怕某些见不到差评的版主把我给封禁了 不代表我就认可了你这一代的NT制作人 懂,玩法,负面
2570,2570,2026-02-27,致敬在整个生化危机分量十足的存在——绿色草药,推荐,3.4,9,68,致敬在整个生化危机分量十足的存在 绿色草药,情怀,正面
2571,2571,2026-02-27,nb666,推荐,10.6,5,64,nb666,其他,正面
2572,2572,2026-02-27,质量意料之中，喜欢生化这套玩法的好这口的基本无脑入，本以为很多人喜欢的是生化结果发现其实是很多人喜欢的是生4,推荐,5.9,32,91,质量意料之中 喜欢生化这套玩法的好这口的基本无脑入 本以为很多人喜欢的是生化结果发现其实是很多人喜欢的是生4,玩法,正面
2573,2573,2026-02-27,区别对待pc端和ps端dualsense输入要不就明明白白标出来要不老老实实做适配，别商店界面写原生适配dualsense进游戏之后关掉steam输入游戏压根不识别dualsense，更何况我在使用steam输入进行dualsense的按键映射后还有问题，虚假宣传👎👎👎👎👎,不推荐,12.2,22,181,区别对待pc端和ps端dualsense输入要不就明明白白标出来要不老老实实做适配 别商店界面写原生适配dualsense进游戏之后关掉steam输入游戏压根不识别dualsense 更何况我在使用steam输入进行dualsense的按键映射后还有问题 虚假宣传,优化,负面
2574,2574,2026-02-27,"进疗养院了，设计得很不错，看得出来卡表在丧尸上设计花了不小功夫，每个丧尸都有自己的习性，前面过厨房和卫生间躲厨子和清洁工的巡逻路线，开关引诱关灯丧尸，绕丧尸跟解谜一样

就是丧尸有点忒多了，包太小子弹又舍不得用，纯背包危机",推荐,6.3,27,136,进疗养院了 设计得很不错 看得出来卡表在丧尸上设计花了不小功夫 每个丧尸都有自己的习性 前面过厨房和卫生间躲厨子和清洁工的巡逻路线 开关引诱关灯丧尸 绕丧尸跟解谜一样 就是丧尸有点忒多了 包太小子弹又舍不得用 纯背包危机,玩法,正面
2575,2575,2026-02-27,"疗养院的地图设计还是可以的，目前打完了疗养院歇一会
可能我这4060比较一般吧6个小时啥毛病都没有，就是掩护grace那段有一点帧数波动，总体很稳
如果你玩过re2，re3，有一些资源管理能力那grace章节就很舒适，因为补给是溢出的，完全不用担心资源不够，另外这代断肢效果有但我就用里昂打出来过，所以grace就老老实实打腿硬直推倒吧",推荐,7.8,33,42,疗养院的地图设计还是可以的 目前打完了疗养院歇一会 可能我这4060比较一般吧6个小时啥毛病都没有 就是掩护grace那段有一点帧数波动 总体很稳 如果你玩过re2 re3 有一些资源管理能力那grace章节就很舒适 因为补给是溢出的 完全不用担心资源不够 另外这代断肢效果有但我就用里昂打出来过 所以grace就老老实实打腿硬直推倒吧,玩法,正面
2576,2576,2026-02-27,孩子们，安魂真能安魂啊，太美丽了这个伤害,推荐,4.6,30,189,孩子们 安魂真能安魂啊 太美丽了这个伤害,玩法,正面
2577,2577,2026-02-27,good game,推荐,11.2,30,39,good game,其他,正面
2578,2578,2026-02-27,好玩,推荐,9.3,11,20,好玩,玩法,正面
2579,2579,2026-02-27,吓哭了 TwT,推荐,5.7,24,183,吓哭了 TwT,剧情,正面
2580,2580,2026-02-27,好玩爱玩,推荐,8.2,46,205,好玩爱玩,玩法,正面
2581,2581,2026-02-27,好玩爱玩继续玩,推荐,11.1,42,101,好玩爱玩继续玩,玩法,正面
2582,2582,2026-02-27,疗养院氛围真不错，恐怖感还是很到位的，之后的部分还没玩到,推荐,12.2,29,138,疗养院氛围真不错 恐怖感还是很到位的 之后的部分还没玩到,画面,正面
2583,2583,2026-02-27,先给好评后玩。,推荐,5.1,21,30,先给好评后玩,其他,正面
2584,2584,2026-02-27,画质拉满，RE 引擎进化到新高度，光追与全局光照真实细腻，场景细节、人物皮肤与发丝质感拉满，恐怖氛围沉浸感十足。女主格蕾丝又软又可爱，胆小又坚韧，表情生动、神态灵动，害怕时的小反应超戳人，脆弱感与反差萌拉满。流程紧张刺激，画面与角色双绝，生存恐怖味纯正，生化粉必玩！,推荐,9.0,6,15,画质拉满 RE 引擎进化到新高度 光追与全局光照真实细腻 场景细节 人物皮肤与发丝质感拉满 恐怖氛围沉浸感十足 女主格蕾丝又软又可爱 胆小又坚韧 表情生动 神态灵动 害怕时的小反应超戳人 脆弱感与反差萌拉满 流程紧张刺激 画面与角色双绝 生存恐怖味纯正 生化粉必玩,画面,正面
2585,2585,2026-02-27,"已退款。简单说一下遇到的问题：不支持DS5手柄；不能调整灵敏度（设置里的死区和灵敏度曲线已经调节过，依然航母掉头）；为了清晰度开启路径追踪后游戏强制打开光线重构会导致帧数暴降（光线重构还停留在老版本，意味着不能切换M或L模型）。关闭路径追踪则画面模糊，开头大道地上的雨水涟漪都是锯齿（以上均为DLSS平衡档，个人观感）；画面效果一般，存在一些拖影、伪影现象；建模精度很低，察看物品栏手枪全是锯齿像玩具枪。

极其有限的时间里，音效似乎不错，其他优点没有了。",不推荐,0.8,42,151,已退款 简单说一下遇到的问题 不支持DS5手柄 不能调整灵敏度 设置里的死区和灵敏度曲线已经调节过 依然航母掉头 为了清晰度开启路径追踪后游戏强制打开光线重构会导致帧数暴降 光线重构还停留在老版本 意味着不能切换M或L模型 关闭路径追踪则画面模糊 开头大道地上的雨水涟漪都是锯齿 以上均为DLSS平衡档 个人观感 画面效果一般 存在一些拖影 伪影现象 建模精度很低 察看物品栏手枪全是锯齿像玩具枪 极其有限的时间里 音效似乎不错 其他优点没有了,画面,负面
2586,2586,2026-02-27,太吓人了,推荐,5.8,42,51,太吓人了,其他,正面
2587,2587,2026-02-27,DS手柄不能用，4080开1080P全最高光追DLSS质量不开帧生成，开场室外连60帧都稳不住，室内也不停的掉帧。完全没做优化。,不推荐,7.2,37,196,DS手柄不能用 4080开1080P全最高光追DLSS质量不开帧生成 开场室外连60帧都稳不住 室内也不停的掉帧 完全没做优化,优化,负面
2588,2588,2026-02-27,好玩，既有生化7和重制版生化2的恐怖感，又有重置生化4的爽感。,推荐,9.5,4,13,好玩 既有生化7和重制版生化2的恐怖感 又有重置生化4的爽感,玩法,正面
2589,2589,2026-02-27,玩了一会就忍不住来评测了，格蕾丝的视角简直恐怖氛围拉满，里昂的视角就安全感拉满（我特么直接无双），期待了这么久没有失望，太棒的作品了，我永远喜欢生化危机！,推荐,3.4,26,185,玩了一会就忍不住来评测了 格蕾丝的视角简直恐怖氛围拉满 里昂的视角就安全感拉满 我特么直接无双 期待了这么久没有失望 太棒的作品了 我永远喜欢生化危机,情怀,正面
2590,2590,2026-02-27,一个字：爽！,推荐,10.9,27,36,一个字 爽,玩法,正面
2591,2591,2026-02-27,我的DS5手柄适配呢，折腾一下午，我还以为硬件问题呢,不推荐,5.2,14,173,我的DS5手柄适配呢 折腾一下午 我还以为硬件问题呢,优化,负面
2592,2592,2026-02-27,很爽,推荐,8.8,8,117,很爽,其他,正面
2593,2593,2026-02-27,只要是生化 不管做成啥样我都喜欢！！！,推荐,3.1,23,182,只要是生化 不管做成啥样我都喜欢,情怀,正面
2594,2594,2026-02-27,里昂最帅的一集🤩,推荐,6.4,46,155,里昂最帅的一集,情怀,正面
2595,2595,2026-02-27,好玩,推荐,6.2,40,149,好玩,玩法,正面
2596,2596,2026-02-27,比以往任何一个系列都恐怖氛围感拉满喜欢玩恐游的推荐入,推荐,14.6,15,24,比以往任何一个系列都恐怖氛围感拉满喜欢玩恐游的推荐入,剧情,正面
2597,2597,2026-02-27,哪里完全支持Playstation控制器了？,不推荐,5.6,20,79,哪里完全支持Playstation控制器了,其他,负面
2598,2598,2026-02-27,我的笔记本电脑的分辨率是3840*2400，但这个游戏没有这个选项，我最高只能开2560*1440。第一次遇到这种情况，都不做16：10的适配，这他妈什么傻逼操作。,不推荐,2.2,50,109,我的笔记本电脑的分辨率是3840 2400 但这个游戏没有这个选项 我最高只能开2560 1440 第一次遇到这种情况 都不做16 10的适配 这他妈什么傻逼操作,画面,负面
